"INSEECOM";"LIBAU2010";"Statut";"CATAEU2010";"date1";"date2";"evolution";"type_commune_dans_au";"evolution_type_espace";"pres_abs_police"
"37115";"Descartes";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"37123";"Tours";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"37132";"Loches";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"37139";"Tours";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"37151";"Tours";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"37153";"Tours";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"37154";"Tours";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"37156";"Tours";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"37167";"Tours";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"37170";"Tours";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"37226";"Sainte-Maure-de-Touraine";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"37241";"Tours";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"37261";"Tours";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"37281";"Tours";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38022";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38034";"Beaurepaire";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38053";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"oui"
"38087";"Lyon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38113";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38138";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38150";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38158";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38181";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38182";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38185";"Grenoble";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"38189";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38193";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38212";"Grenoble";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"38229";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38239";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38242";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38247";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38261";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38269";"La Mure";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38316";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38317";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38337";"Grenoble";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"38344";"Vienne";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38378";"Vienne";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38382";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38384";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38386";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38390";"Grenoble";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"38397";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38399";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38412";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38416";"Saint-Marcellin";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38474";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38485";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38509";"Lyon";"Sous-pr<e9>fecture";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38511";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38517";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38537";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38544";"Vienne";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"38545";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38547";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38548";"Villard-de-Lans";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38553";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38559";"Saint-Marcellin";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"38562";"Grenoble";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"38563";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"38565";"Grenoble";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"39013";"Arbois";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"39043";"Lons-le-Saunier";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"39056";"Lons-le-Saunier";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"39097";"Champagnole";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"39128";"Dole";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"39198";"Dole";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"39199";"Lons-le-Saunier";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"39235";"Besançon";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"39300";"Lons-le-Saunier";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"39335";"Dole";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"39368";"Hauts de Bienne";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"39434";"Poligny";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"39475";"Saint-Amour";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"39478";"Saint-Claude";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"39500";"Salins-les-Bains";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"39526";"Dole";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"40001";"Aire-sur-l'Adour";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40046";"Biscarrosse";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40056";"Mont-de-Marsan";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"40065";"Capbreton";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40088";"Dax";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"40117";"Mont-de-Marsan";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"40119";"Hagetmau";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40184";"Mimizan";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40192";"Mont-de-Marsan";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"40197";"Morcenx-la-Nouvelle";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40217";"Parentis-en-Born";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40224";"Peyrehorade";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40233";"Dax";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"40273";"Bayonne (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40282";"Saint-Sever";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40284";"Saint-Vincent-de-Tyrosse";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40296";"Saint-Vincent-de-Tyrosse";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40310";"Soustons";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40312";"Bayonne (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40313";"Tartas";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"40331";"Mont-de-Marsan";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"41018";"Blois";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"41025";"Blois";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"41059";"Le Controis-en-Sologne";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"41067";"Blois";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"41101";"Blois";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"41106";"Lamotte-Beuvron";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"41149";"Montoire-sur-le-Loir";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"41151";"Montrichard";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"41155";"Blois";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"41167";"Blois";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"41173";"Orléans";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"41175";"Vendôme";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"41194";"Romorantin-Lanthenay";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"41198";"Saint-Aignan";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"41232";"Salbris";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"41242";"Selles-sur-Cher";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"41269";"Vendôme";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"41295";"Blois";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"42005";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"42019";"Boën";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"42052";"Charlieu";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"42071";"Roanne";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"42094";"Feurs";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"42097";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"42147";"Montbrison";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"42149";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"42187";"Roanne";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"42204";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"42218";"Saint-Étienne";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"42222";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"42224";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"42232";"Roanne";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"42234";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"42240";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"42271";"Saint-Étienne";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"42279";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"42302";"Saint-Étienne";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"43012";"Saint-Étienne";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"43018";"Le Puy-en-Velay";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"43040";"Brioude";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"43077";"Le Puy-en-Velay";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"43112";"Langeac";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"43124";"Le Puy-en-Velay";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"43157";"Le Puy-en-Velay";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"43177";"Saint-Étienne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"43185";"Brassac-les-Mines";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"43200";"Le Puy-en-Velay";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"43216";"Le Puy-en-Velay";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"43224";"Sainte-Sigolène";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"43268";"Yssingeaux";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"44002";"Nantes";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"44003";"Ancenis-Saint-Géréon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"44009";"Nantes";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"44015";"Nantes";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"44018";"Nantes";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"44020";"Nantes";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"44026";"Nantes";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"44035";"Nantes";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"44036";"Châteaubriant";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"44047";"Nantes";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"44049";"Saint-Nazaire";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
